"Search Criteria:"

"Lease Type: Both"
"Original Authority Date: 09/20/2017 to 09/20/2018"

"UIC No.","API No.",District,"Lease No.","Lease Name","Well No.","Field Name","Operator Name",County,Oil/Gas,"Formation Names"
000116418,00934806,09,00743,"WILSON, T. B.",36,"ARCHER COUNTY REGULAR","ACADIA OIL, LLC",ARCHER,Oil,GUNSIGHT
000116419,38937321,08,000000,,01,,,REEVES,,"BELL CANYON, BRUSHY CANYON, CHERRY CANYON"
000116420,23902384,02,205337,"WEST RANCH -A-",29,"WEST RANCH (WARD)","HILCORP ENERGY COMPANY",JACKSON,Gas,FRIO
000116421,22739562,08,000000,,1D,,,HOWARD,,ELLENBURGER
000116422,50136968,8A,19308,"WILLARD UNIT",16X,WASSON,"OXY USA WTP LP",YOAKUM,Oil,"SAN ANDRES"
000116423,23930528,02,08154,"CRAVENS, J. R.",5,"GANADO, WEST","FROSTWOOD ENERGY, LLC",JACKSON,Oil,FRIO
000116424,39101131,02,05280,"TOM OCONNOR (5800 SD) FLD. UNIT",Q253,"TOM OCONNOR (5800)","HILCORP ENERGY COMPANY",REFUGIO,Oil,FRIO
000116425,37100000,08,000000,,1,,,PECOS,,SALADO
000116426,39100653,02,01539,"HEARD, CLAUDE E., ET AL",23,"TOM OCONNOR","HILCORP ENERGY COMPANY",REFUGIO,Oil,FRIO
000116427,05936062,7B,25092,BOREN,7,SCRANTON,"D.J. & T. ENERGY",CALLAHAN,Oil,"CROSS CUT"
000116428,00300000,08,000000,,1,,,ANDREWS,,ELLENBURGER
000116429,05731808,02,000000,,8,,,CALHOUN,,FRIO
000116430,49534052,08,50064,"SPANISH DAGGER 29-27",2,"WINK, S. (BONE SPRINGS)","FELIX WATER, LLC",WINKLER,Oil,"BELL CANYON, CHERRY CANYON"
000116431,10533345,7C,08655,"OWENS, W. W.",3,"CLARA COUCH","REIN PUSHER OPERATING LLC",CROCKETT,Oil,"SAN ANDRES"
000116432,24532867,03,27350,"MMK SWD",2,"PORT ACRES (MARG-FRIO CONS.)","FIVE-JAB, INC.",JEFFERSON,Oil,MIOCENE
000116433,32942349,08,000000,,1,,,MIDLAND,,ELLENBURGER
000116434,41535388,8A,03137,"SACROC UNIT",190-5,KELLY-SNYDER,"KINDER MORGAN PRODUCTION CO LLC",SCURRY,Oil,"CISCO, CANYON REEF"
000116435,16538683,8A,00577,"CEDAR LAKE UNIT",718,"CEDAR LAKE","OCCIDENTAL PERMIAN LTD.",GAINES,Oil,"SAN ANDRES"
000116436,16538682,8A,00577,"CEDAR LAKE UNIT",720,"CEDAR LAKE","OCCIDENTAL PERMIAN LTD.",GAINES,Oil,"SAN ANDRES"
000116437,23900557,02,03423,"POWER, JAMES",3,"GANADO, WEST (4700 ZONE)","FROSTWOOD ENERGY, LLC",JACKSON,Oil,FRIO
000116438,07933380,8A,000000,,1,,,COCHRAN,,"SAN ANDRES, CLEAR FORK, GLORIETA, TUBB, DEVONIAN"
000116439,11533215,8A,69216,"TRIPLE SEVEN",1,"KEY WEST (SPRABERRY)","REO OPERATING LLC",DAWSON,Oil,SPRABERRY
000116440,38936798,08,000000,,1D,,,REEVES,,"BELL CANYON, CHERRY CANYON, BRUSHY CANYON"
000116441,38936835,08,000000,,2D,,,REEVES,,"BELL CANYON, CHERRY CANYON, BRUSHY CANYON"
000116442,35330733,7B,32239,"BROOKS RANCH",3,"BECKHAM (TANNEHILL)","CINNABAR OPERATING, LLC",NOLAN,Oil,TANNEHILL
000116443,00347792,08,29681,"TEXAS UNIVERSITY -G-",11,"FULLERTON (SAN ANDRES)","MERCURY OPERATING, LLC",ANDREWS,Oil,"SAN ANDRES"
000116444,00941894,09,30846,"JDL RANCH",5505,"ARCHER COUNTY REGULAR","JDL OPERATING, LLC",ARCHER,Oil,
000116445,38936031,08,41513,"ORLA FIVE SWD",3,"JESS BURNER (DELAWARE 3800)","NGL WATER SOLUTIONS PERMIAN, LLC",REEVES,Oil,"DELAWARE SANDS"
000116446,01300000,01,000000,,1,,,ATASCOSA,,OLMOS
000116447,37139699,08,000000,,1,,,PECOS,,DELAWARE
000116448,23902698,02,01661,"WEST RANCH -A-",351,"WEST RANCH (OTHER ZONES)","HILCORP ENERGY COMPANY",JACKSON,Oil,CATAHOULA
000116449,10933281,08,000000,,3,,,CULBERSON,,"DELAWARE, CONGLOMERATE"
000116450,10933282,08,000000,,4,,,CULBERSON,,"DELAWARE, CONGLOMERATE"
000116451,23933805,02,11296,"WEST RANCH (41-A/98-A CONS) UNIT",1114,"WEST RANCH (41-A & 98-A CONS.)","HILCORP ENERGY COMPANY",JACKSON,Oil,FRIO
000116452,23902552,02,01661,"WEST RANCH -A-",197,"WEST RANCH (OTHER ZONES)","HILCORP ENERGY COMPANY",JACKSON,Oil,CATAHOULA
000116453,22700000,08,000000,,1D,,,HOWARD,,"CLEAR FORK"
000116454,38340163,7C,000000,,1SW,,,REAGAN,,"SAN ANDRES"
000116455,38934277,08,46487,"DAVID TRIMBLE 13",1H,"TWO GEORGES (BONE SPRING)","MDC TEXAS OPERATOR LLC",REEVES,Oil,"DELAWARE SANDS"
000116456,30133672,08,000000,,1D,,,LOVING,,"DELAWARE, BELL CANYON, CHERRY CANYON, BRUSHY CANYON"
000116457,30133786,08,000000,,1,,,LOVING,,DELAWARE
000116458,50341474,09,30865,"SPIVEY ""A""",5,"Y-B (GUNSIGHT, UPPER)","FARMER OPERATING, LLC",YOUNG,Oil,GUNSIGHT
000116459,32900000,08,000000,,1,,,MIDLAND,,ELLENBURGER
000116460,50339276,09,07444,"MARSHALL -B-",22,"YOUNG COUNTY REGULAR","MARBIL OIL, LLC.",YOUNG,Oil,GUNSIGHT
000116461,00347799,08,34053,"UNIVERSITY D",9,"FULLERTON (SAN ANDRES)","MERCURY OPERATING, LLC",ANDREWS,Oil,"SAN ANDRES"
000116462,00347794,08,34053,"UNIVERSITY D",14,"FULLERTON (SAN ANDRES)","MERCURY OPERATING, LLC",ANDREWS,Oil,"SAN ANDRES"
000116463,00334614,08,29681,"TEXAS UNIVERSITY -G-",5,"FULLERTON (SAN ANDRES)","MERCURY OPERATING, LLC",ANDREWS,Oil,"SAN ANDRES"
000116464,00347791,08,29681,"TEXAS UNIVERSITY -G-",12,"FULLERTON (SAN ANDRES)","MERCURY OPERATING, LLC",ANDREWS,Oil,"SAN ANDRES"
000116465,39100505,02,04890,"WILLIAMS, MAUDE, ET AL -B-",6,"TOM OCONNOR (5450 SAND)","HILCORP ENERGY COMPANY",REFUGIO,Oil,FRIO
000116466,32900000,08,000000,,1,,,MIDLAND,,ELLENBURGER
000116467,49530064,08,48276,"CLS WALTON",304W,KERMIT,"CHAMPION LONE STAR OPERATING,LLC",WINKLER,Oil,"YATES, COLBY, QUEEN, SEVEN RIVERS"
000116468,22700000,08,000000,,1,,,HOWARD,,SALADO
000116469,32942144,08,000000,,2D,,,MIDLAND,,"SILURIAN, WRISTEN, FUSSELMAN, MONTOYA, SIMPSON,, ELLENBURGER"
000116470,38340111,7C,000000,,17W,,,REAGAN,,ELLENBURGER
000116471,13500857,08,02100,"GOLDSMITH, C. A., ETAL",478,"GOLDSMITH (CLEAR FORK)","XTO ENERGY INC.",ECTOR,Oil,"CLEAR FORK"
000116472,00347797,08,29681,"TEXAS UNIVERSITY -G-",13,"FULLERTON (SAN ANDRES)","MERCURY OPERATING, LLC",ANDREWS,Oil,"SAN ANDRES"
000116473,49534007,08,000000,,1,,,WINKLER,,DELAWARE
000116474,38936962,08,000000,,1,,,REEVES,,"BELL CANYON, BRUSHY CANYON, CHERRY CANYON"
000116475,38936968,08,000000,,3,,,REEVES,,"BELL CANYON, BRUSHY CANYON, CHERRY CANYON"
000116476,38936967,08,000000,,2,,,REEVES,,"BELL CANYON, BRUSHY CANYON, CHERRY CANYON"
000116477,49534101,08,000000,,3W,,,WINKLER,,"CLEAR FORK"
000116478,39531367,05,241815,"REYNOLDS GAS UNIT",1,"BALD PRAIRIE (CV CONSOLIDATED)","O'BENCO, INC.",ROBERTSON,Gas,RODESSA
000116480,50136911,8A,18910,"DENVER UNIT",3881,WASSON,"OCCIDENTAL PERMIAN LTD.",YOAKUM,Oil,"SAN ANDRES"
000116481,50136912,8A,18910,"DENVER UNIT",3882,WASSON,"OCCIDENTAL PERMIAN LTD.",YOAKUM,Oil,"SAN ANDRES"
000116482,50136913,8A,18910,"DENVER UNIT",3883,WASSON,"OCCIDENTAL PERMIAN LTD.",YOAKUM,Oil,"SAN ANDRES"
000116483,50136915,8A,18910,"DENVER UNIT",4768,WASSON,"OCCIDENTAL PERMIAN LTD.",YOAKUM,Oil,"SAN ANDRES"
000116484,23900551,02,000000,,4,,,JACKSON,,FRIO
000116485,21933275,8A,65777,"SMYER NE UNIT",102,SMYER,"TEXLAND PETROLEUM, L.P.",HOCKLEY,Oil,"CLEAR FORK"
000116486,39100455,02,08569,"TOM O'CONNOR (5730 FT. SD.) UNIT","A 59","TOM O'CONNOR (5730, EAST)","HILCORP ENERGY COMPANY",REFUGIO,Oil,FRIO
000116487,35333468,7B,31450,"YOUNG FOX COLEMAN",741H,"HIGHLAND (MISSISSIPPIAN)","CHOLLA PETROLEUM, INC.",NOLAN,Oil,MISSISSIPPIAN
000116494,38936280,08,000000,,1SW,,,REEVES,,DELAWARE
000116495,10933253,08,000000,,1,,,CULBERSON,,"DELAWARE MTN GROUP, BELL CANYON, CHERY CANYON, BRUSHY, CANYON"
000116496,47537504,08,000000,,1,,,WARD,,"DELAWARE SANDS, CHERRY CANYON, BELL CANYON, BRUSHY CANYON"
000116497,22700000,08,000000,,1,,,HOWARD,,ELLENBURGER
000116498,22700000,08,000000,,1,,,HOWARD,,ELLENBURGER
000116499,22700000,08,000000,,1,,,HOWARD,,ELLENBURGER
000116500,00132359,06,215814,"CAMPBELL, J.A.",2,"CAYUGA (TRINITY)","MCGOWAN WORKING PARTNERS, INC.",ANDERSON,Gas,"LOWER WOODBINE"
000116501,25334800,7B,29697,FRY-ISBELL,1,"K C B S (FLIPPEN LIME)","D.J. & T. ENERGY",JONES,Oil,FLIPPEN
000116502,50342387,09,33780,"THUNDER A-759",2D,"YOUNG COUNTY REGULAR","NADEL AND GUSSMAN, L.L.C.",YOUNG,Oil,ELLENBURGER
000116503,22700000,08,000000,,12,,,HOWARD,,ELLENBURGER
000116504,26332028,8A,70049,"CAROL SUE REED",6002,"POLLAN (ELLENBURGER)","TONG PETROTECH INC.",KENT,Oil,ELLENBURGER
000116505,13506302,08,17491,"GOLDSMITH-LANDRETH/SAN ANDRES/UT",193,GOLDSMITH,"KINDER MORGAN PRODUCTION CO LLC",ECTOR,Oil,"SAN ANDRES"
000116506,05700016,02,121223,"BENNETT, W. H.",11,"HEYSER (5400 #2)","MCGOWAN WORKING PARTNERS, INC.",CALHOUN,Gas,FRIO
000116507,10933287,08,000000,,1D,,,CULBERSON,,DELAWARE
000116508,38900000,08,000000,,1,,,REEVES,,"DELAWARE SANDS"
000116509,33733971,09,04218,"HOWARD, N. J. ""A""",26,"MONTAGUE COUNTY REGULAR","TETTLETON, STEVEN B.",MONTAGUE,Oil,CISCO
000116510,36336345,7B,000000,,"P  1",,,"PALO PINTO",,STRAWN
000116511,41500013,8A,000000,,1,,,SCURRY,,ELLENBURGER
000116512,10933296,08,000000,,1,,,CULBERSON,,SILURIAN
000116513,41535387,8A,03137,"SACROC UNIT",187-2,KELLY-SNYDER,"KINDER MORGAN PRODUCTION CO LLC",SCURRY,Oil,"CISCO, CANYON REEF"
000116514,47537388,08,000000,,20D,,,WARD,,"BRUSHY CANYON"
000116515,20132914,03,25451,"WARREN RANCH",5A,HOCKLEY,"TEXAS OIL RESOURCES OPER, LLC",HARRIS,Oil,FRIO
000116516,00347798,08,33352,"ARCO-UNIVERSITY ""2""",5,"FULLERTON (SAN ANDRES)","MERCURY OPERATING, LLC",ANDREWS,Oil,"SAN ANDRES"
000116517,46934124,02,10948,"FORD GRANT UNIT",4A,"BLOOMINGTON (4600)","FROSTWOOD ENERGY, LLC",VICTORIA,Oil,FRIO
000116518,31700000,08,000000,,1D,,,MARTIN,,"GRAYBURG, SAN ANDRES"
000116519,38936878,08,000000,,1D,,,REEVES,,"DELAWARE MOUNTAIN GROUP"
000116520,38340215,7C,000000,,1SW,,,REAGAN,,"GRAYBURG, SAN ANDRES, CLEAR FORK"
000116521,31741322,08,47027,"JONES-HOLTON D",5D,"RK (DEVONIAN)","ENERGEN RESOURCES CORPORATION",MARTIN,Oil,"DEVONIAN 31, FUSSELMAN, ELLENBURGER"
000116522,23900555,02,155075,"POWERS, JAMES",1,"GANADO, WEST (5200)","FROSTWOOD ENERGY, LLC",JACKSON,Gas,FRIO
000116523,23900559,02,03423,"POWER, JAMES",5,"GANADO, WEST (4700 ZONE)","FROSTWOOD ENERGY, LLC",JACKSON,Oil,FRIO
000116524,46139288,7C,19297,"ATKINS 10A",4,"SPRABERRY (TREND AREA)","PARSLEY ENERGY OPERATIONS, LLC",UPTON,Oil,"WOLFCAMP, CLINE, STRAWN, ATOKA"
000116525,00347555,08,49089,"PIRATE U 13-13",5WI,"SHAFTER LAKE (SAN ANDRES)","BLACKBEARD OPERATING, LLC",ANDREWS,Oil,"SAN ANDRES"
000116526,23932490,02,03423,"POWER, JAMES",7,"GANADO, WEST (4700 ZONE)","FROSTWOOD ENERGY, LLC",JACKSON,Oil,FRIO
000116527,50136954,8A,62689,"WASSON NORTH CLEARFORK UNIT",186,"WASSON, NE. (CLEAR FORK)","OCCIDENTAL PERMIAN LTD.",YOAKUM,Oil,"CLEAR FORK"
000116528,50136953,8A,62689,"WASSON NORTH CLEARFORK UNIT",187,"WASSON, NE. (CLEAR FORK)","OCCIDENTAL PERMIAN LTD.",YOAKUM,Oil,"CLEAR FORK"
000116529,50136955,8A,62689,"WASSON NORTH CLEARFORK UNIT",188,"WASSON, NE. (CLEAR FORK)","OCCIDENTAL PERMIAN LTD.",YOAKUM,Oil,"CLEAR FORK"
000116530,43334116,7B,000000,,2,,,STONEWALL,,"CANYON REEF, ELLENBURGER"
000116531,31700000,08,000000,,1,,,MARTIN,,"DEVONIAN, SILURIAN, ORDIVICIAN"
000116532,41736719,7B,23765,"ALLEN, W.C.",4,"SHACKELFORD COUNTY REGULAR","ARCHER PETROLEUM",SHACKELFORD,Oil,MORAN
000116533,41734880,7B,19063,"ALLEN, W. C.",6,"BIRTHDAY (MORAN)","ARCHER PETROLEUM",SHACKELFORD,Oil,MORAN
000116534,41737419,7B,19063,"ALLEN, W. C.",9,"BIRTHDAY (MORAN)","ARCHER PETROLEUM",SHACKELFORD,Oil,MORAN
000116535,32900000,08,000000,,1,,,MIDLAND,,"GRAYBURG, SAN ANDRES"
000116536,33733648,09,21472,"HAMILTON, N.",4,BOWERS,"TETTLETON, STEVEN B.",MONTAGUE,Oil,CHILDRESS
000116537,33731168,09,19146,"DODGIN, C. A.",2,"MONTAGUE COUNTY REGULAR","TETTLETON, STEVEN B.",MONTAGUE,Oil,DAVENPORT
000116538,26931157,8A,69883,"BURNETT, S. B. ESTATE ""W""","W 14AR","ANNE TANDY (STRAWN)","HUNT OIL COMPANY",KING,Oil,STRAWN
000116539,39101634,02,05280,"TOM OCONNOR (5800 SD) FLD. UNIT",C411,"TOM OCONNOR (5800)","HILCORP ENERGY COMPANY",REFUGIO,Oil,FRIO
000116540,50136999,8A,000000,,1W,,,YOAKUM,,"DEVONIAN, MISSISSIPPIAN, WOLFCAMP"
000116541,50137001,8A,000000,,2W,,,YOAKUM,,"DEVONIAN, MISSISSIPPIAN, WOLFCAMP"
000116542,46100000,7C,000000,,1,,,UPTON,,"QUEEN, GRAYBURG, SAN ANDRES, GLORIETA"
000116543,04731909,04,182101,"PALMER STATE 348",4,"HOME RUN (VICKSBURG CONS.)","MERIT ENERGY COMPANY",BROOKS,Gas,FRIO
000116544,38340198,7C,000000,,1D,,,REAGAN,,"SAN ANDRES"
000116545,23902709,02,01661,"WEST RANCH -A-",362,"WEST RANCH (OTHER ZONES)","HILCORP ENERGY COMPANY",JACKSON,Oil,CATAHOULA
000116546,30133965,08,000000,,1,,,LOVING,,"DELAWARE SANDS, BELL CANYON, CHERRY CANYON"
000116547,22700000,08,000000,,1,,,HOWARD,,ELLENBURGER
000116548,31700000,08,000000,,1,,,MARTIN,,ELLENBURGER
000116549,10933303,08,000000,,1,,,CULBERSON,,FUSSELMAN
000116550,20732489,7B,29544,JBK,7,"HASKELL COUNTY REGULAR","LANGFORD PRODUCTION COMPANY, LLC",HASKELL,Oil,"PALO PINTO"
000116551,00347790,08,34053,"UNIVERSITY D",13,"FULLERTON (SAN ANDRES)","MERCURY OPERATING, LLC",ANDREWS,Oil,"SAN ANDRES"
000116552,00347802,08,34053,"UNIVERSITY D",12,"FULLERTON (SAN ANDRES)","MERCURY OPERATING, LLC",ANDREWS,Oil,"SAN ANDRES"
000116553,16537811,8A,69587,"RUSSELL CLEARFORK UNIT",600,"RUSSELL (CLEARFORK CONSOLIDATED","XTO ENERGY INC.",GAINES,Oil,"CLEAR FORK"
000116554,00347793,08,34053,"UNIVERSITY D",11,"FULLERTON (SAN ANDRES)","MERCURY OPERATING, LLC",ANDREWS,Oil,"SAN ANDRES"
000116555,00347795,08,34053,"UNIVERSITY D",10,"FULLERTON (SAN ANDRES)","MERCURY OPERATING, LLC",ANDREWS,Oil,"SAN ANDRES"
000116556,21937396,8A,60282,"SUNDOWN UNIT",109,SLAUGHTER,"OCCIDENTAL PERMIAN LTD.",HOCKLEY,Oil,"SAN ANDRES"
000116557,21937398,8A,60282,"SUNDOWN UNIT",110,SLAUGHTER,"OCCIDENTAL PERMIAN LTD.",HOCKLEY,Oil,"SAN ANDRES"
000116558,23902682,02,01661,"WEST RANCH -A-",335,"WEST RANCH (OTHER ZONES)","HILCORP ENERGY COMPANY",JACKSON,Oil,CATAHOULA
000116559,31741389,08,38431,"JOHNSON RANCH",16SW,"SPRABERRY (TREND AREA)","COG OPERATING LLC",MARTIN,Oil,ELLENBURGER
000116560,39132901,02,09347,FAGAN,16,"MCFADDIN, N. (4450)","FROSTWOOD ENERGY, LLC",REFUGIO,Oil,FRIO
000116561,39132994,02,07924,FAGAN,20,"MCFADDIN (4500)","FROSTWOOD ENERGY, LLC",REFUGIO,Oil,FRIO
000116562,49533836,08,000000,,1SD,,,WINKLER,,"GLORIETA, CLEAR FORK"
000116563,00941668,09,30876,EAGLE,2,"ARCHER COUNTY REGULAR","FIN ENERGY, LLC",ARCHER,Oil,GUNSIGHT
000116564,47537526,08,000000,,1D,,,WARD,,"DELAWARE MOUNTAIN GROUP"
000116565,41535386,8A,03137,"SACROC UNIT",190-4,KELLY-SNYDER,"KINDER MORGAN PRODUCTION CO LLC",SCURRY,Oil,"CISCO, CANYON REEF"
000116566,41535390,8A,03137,"SACROC UNIT",188-12,KELLY-SNYDER,"KINDER MORGAN PRODUCTION CO LLC",SCURRY,Oil,"CISCO, CANYON REEF"
000116567,41535383,8A,03137,"SACROC UNIT",194-3,KELLY-SNYDER,"KINDER MORGAN PRODUCTION CO LLC",SCURRY,Oil,"CISCO, CANYON REEF"
000116568,03933106,03,19054,"WEST HASTING UNIT",4849,"HASTINGS, WEST","DENBURY ONSHORE, LLC",BRAZORIA,Oil,FRIO
000116569,30133957,08,000000,,1D,,,LOVING,,"DELAWARE, BELL CANYON, BRUSHY CANYON, CHERRY CANYON"
000116570,30133956,08,000000,,1D,,,LOVING,,"DELAWARE, BELL CANYON, BRUSHY CANYON, CHERRY CANYON"
000116571,37138896,08,43724,"PRICE RANCH",2,"WOLFBONE (TREND AREA)","BLUESTONE NATURAL RES. II, LLC",PECOS,Oil,DELAWARE
000116572,13540536,08,39030,"CVX 1",17,"GOLDSMITH (CLEAR FORK)","SHERIDAN PRODUCTION COMPANY, LLC",ECTOR,Oil,"CLEAR FORK, SAN ANDRES"
000116573,41500000,8A,69028,HENDERSON,2,"HERMLEIGH (STRAWN)","RBJ & ASSOCIATES, LP",SCURRY,Oil,"CLEAR FORK, WICHITA-ALBANY"
000116574,15110433,7B,000000,,1,,,FISHER,,ELLENBURGER
000116575,41535398,8A,03137,"SACROC UNIT",184-2,KELLY-SNYDER,"KINDER MORGAN PRODUCTION CO LLC",SCURRY,Oil,"CISCO, CANYON REEF"
000116576,41535399,8A,03137,"SACROC UNIT",188-11,KELLY-SNYDER,"KINDER MORGAN PRODUCTION CO LLC",SCURRY,Oil,"CISCO, CANYON REEF"
000116577,41300621,7C,02395,"POWELL, VIRGIL J., TR. -B-",4,"TILLERY (PENN.)","OSBORN HEIRS COMPANY",SCHLEICHER,Oil,CANYON
000116578,31580241,06,04956,"GRAY /TOKIO SAND UNIT/",401WS,"MARION COUNTY (SHALLOW)","M & M OIL CO., LLC",MARION,Oil,BLOSSOM
000116579,40933082,04,000000,,1,,,"SAN PATRICIO",,HEEP
000116580,10900000,08,000000,,1,,,CULBERSON,,"DELAWARE, BELL CANYON, CHERRY CANYON, BRUSHY CANYON"
000116581,00310153,08,13350,"MIDLAND FARMS DEEP UNIT","49 E","MIDLAND FARMS (ELLENBURGER)","OCCIDENTAL PERMIAN LTD.",ANDREWS,Oil,ELLENBURGER
000116582,00310101,08,13350,"MIDLAND FARMS DEEP UNIT",50,"MIDLAND FARMS (ELLENBURGER)","OCCIDENTAL PERMIAN LTD.",ANDREWS,Oil,ELLENBURGER
000116583,13541069,08,41332,"CVX 43B",14,"GOLDSMITH (CLEAR FORK)","SHERIDAN PRODUCTION COMPANY, LLC",ECTOR,Oil,"CLEAR FORK, SAN ANDRES"
000116589,32900000,08,000000,,4D,,,MIDLAND,,"GRAYBURG, SAN ANDRES"
000116590,32942741,08,000000,,1D,,,MIDLAND,,"GRAYBURG, SAN ANDRES"
000116591,00347819,08,000000,,1W,,,ANDREWS,,"DEVONIAN, FUSSELMAN, ELLENBURGER"
000116592,00347801,08,33240,"CHEVRON-UNIVERSITY ""10""",6,"FULLERTON (SAN ANDRES)","MERCURY OPERATING, LLC",ANDREWS,Oil,"SAN ANDRES"
000116593,16538690,8A,68612,"SHUSA ""15""",3W,"HARRIS (SAN ANDRES)","ZARVONA ENERGY LLC",GAINES,Oil,"SAN ANDRES"
000116594,16538691,8A,68612,"SHUSA ""15""",4W,"HARRIS (SAN ANDRES)","ZARVONA ENERGY LLC",GAINES,Oil,"SAN ANDRES"
000116595,16538692,8A,68612,"SHUSA ""15""",7W,"HARRIS (SAN ANDRES)","ZARVONA ENERGY LLC",GAINES,Oil,"SAN ANDRES"
000116596,47537547,08,000000,,1,,,WARD,,"DELAWARE MOUNTAIN SANDS"
000116597,32934484,08,278344,"SANDERS, JUNE T.",6H,"WAR-SAN (DEVONIAN-OIL)","LEGACY RESERVES OPERATING LP",MIDLAND,Gas,DEVONIAN
000116598,00939903,09,30157,"PARKEY ""A""","F  4","DUKIEL (THOMAS SAND)","DDC PRODUCTION COMPANY",ARCHER,Oil,"THOMAS SAND"
000116599,32900000,08,000000,,2,,,MIDLAND,,ELLENBURGER
000116600,38339602,7C,19378,"SUGG E 197-198 (ALLOC-E)",5NU,"SPRABERRY (TREND AREA)","LAREDO PETROLEUM, INC.",REAGAN,Oil,
000116601,35530571,04,118680,"ESTELL, MARY KING","J  2","RICHARD KING (FRIO CONS.)","DURANGO RESOURCES CORP.",NUECES,Gas,"FRIO UPPER"
000116602,03933141,03,19054,"WEST HASTING UNIT",1193,"HASTINGS, WEST","DENBURY ONSHORE, LLC",BRAZORIA,Oil,FRIO
000116603,37100000,08,000000,,1,,,PECOS,,"CHERRY CANYON, BRUSHY CANYON"
000116604,49500000,08,000000,,1,,,WINKLER,,"BELL CANYON, CHERRY CANYON"
000116607,20132933,03,10496,"WEBSTER FIELD UNIT",6007,WEBSTER,"DENBURY ONSHORE, LLC",HARRIS,Oil,FRIO
000116608,48733149,09,14584,CONDON,5,"SUMNER (STRAWN)","SLANT OPERATING, LLC",WILBARGER,Oil,"CANYON SAND"
000116609,18930517,8A,00304,"ANTON-IRISH CLEARFORK UNIT",612,ANTON-IRISH,"OCCIDENTAL PERMIAN LTD.",HALE,Oil,"CLEAR FORK"
000116610,25335542,7B,02459,"FOY, O. H. -A-",11,"CRESLENN (STRAWN, LOWER)","SOJOURNER DRILLING CORPORATION",JONES,Oil,"STRAWN SAND"
000116611,25335543,7B,02459,"FOY, O. H. -A-",12,"CRESLENN (STRAWN, LOWER)","SOJOURNER DRILLING CORPORATION",JONES,Oil,"STRAWN SAND"
000116612,37330869,03,03768,"WING, SARAH F.",84,"SEGNO, DEEP","PRIME OPERATING COMPANY",POLK,Oil,YEGUA
000116613,23933728,02,11296,"WEST RANCH (41-A/98-A CONS) UNIT",1056,"WEST RANCH (41-A & 98-A CONS.)","HILCORP ENERGY COMPANY",JACKSON,Oil,FRIO
000116614,23933908,02,11296,"WEST RANCH (41-A/98-A CONS) UNIT",1125,"WEST RANCH (41-A & 98-A CONS.)","HILCORP ENERGY COMPANY",JACKSON,Oil,FRIO
000116615,49530188,08,000000,,1,,,WINKLER,,ELLENBURGER
000116616,32900000,08,000000,,1,,,MIDLAND,,SALADO
000116617,23933847,02,11296,"WEST RANCH (41-A/98-A CONS) UNIT",1084,"WEST RANCH (41-A & 98-A CONS.)","HILCORP ENERGY COMPANY",JACKSON,Oil,FRIO
000116618,13537267,08,35146,"ECTOR 'BH' FEE",2,"COWDEN, NORTH (CLEAR FORK)","TEXLAND PETROLEUM, L.P.",ECTOR,Oil,"CLEAR FORK"
000116619,23933726,02,11296,"WEST RANCH (41-A/98-A CONS) UNIT",1116,"WEST RANCH (41-A & 98-A CONS.)","HILCORP ENERGY COMPANY",JACKSON,Oil,FRIO
000116620,16538593,8A,60580,"ROBERTSON /CLEARFORK/ UNIT",117,"ROBERTSON, N. (CLEAR FORK 7100)","XTO ENERGY INC.",GAINES,Oil,"CLEAR FORK, GLORIETA"
000116621,23933850,02,11296,"WEST RANCH (41-A/98-A CONS) UNIT",1085,"WEST RANCH (41-A & 98-A CONS.)","HILCORP ENERGY COMPANY",JACKSON,Oil,FRIO
000116622,23933729,02,11296,"WEST RANCH (41-A/98-A CONS) UNIT",1057,"WEST RANCH (41-A & 98-A CONS.)","HILCORP ENERGY COMPANY",JACKSON,Oil,FRIO
000116623,27930420,8A,00304,"ANTON-IRISH CLEARFORK UNIT",608,ANTON-IRISH,"OCCIDENTAL PERMIAN LTD.",LAMB,Oil,"CLEAR FORK"
000116624,29733695,01,11345,"LARK -A-",6A,JACOB,"INDIAN OIL LTD.","LIVE OAK",Oil,PETTUS
000116625,38340283,7C,000000,,1D,,,REAGAN,,"SAN ANDRES"
000116626,10300000,08,000000,,2SD,,,CRANE,,"SAN ANDRES, CLEAR FORK, TUBB"
000116627,00347820,08,000000,,1W,,,ANDREWS,,"DEVONIAN, FUSSELMAN, ELLENBURGER"
000116628,32942445,08,000000,,1,,,MIDLAND,,ELLENBURGER
000116629,31700000,08,000000,,1,,,MARTIN,,"SAN ANDRES"
000116635,39101665,02,05280,"TOM OCONNOR (5800 SD) FLD. UNIT",C441,"TOM OCONNOR (5800)","HILCORP ENERGY COMPANY",REFUGIO,Oil,FRIO
000116636,16900000,8A,65671,"N. HUNTLEY UNIT",218DW,"HUNTLEY (GLORIETA)","ROVER PETROLEUM OPERATING, LLC",GARZA,Oil,GLORIETA
000116637,32942497,08,000000,,1,,,MIDLAND,,"DEVONIAN, FUSSELMAN, MONTOYA, ELLENBURGER"
000116638,30133936,08,49238,"WEBER 26 SWD",2,"DIMMITT (DELAWARE CONS)","ROSEHILL OPERATING COMPANY, LLC",LOVING,Oil,"LOWER BELL CANYON, UPPER CHERRY CANYON, DELAWARE MOUNTAIN, GROUP"
